Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
ID:76561198177000893,990,0,848,1404,2793,507,2813,2685,0,925,1968,1989,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,1960,0,0,2265,2523,1953,3770,4860,1644,1477,1062,0,2345,3234,0,0,0,188,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,1794,307,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198826501624,869,1536,0,1653,0,1541,1897,268,0,672,825,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,4681,1048,0,1920,928,3652,0,191,1761,728,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198205805663,0,0,1075,1728,4389,2391,2144,4295,1647,0,2009,1615,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3736,0,0,0,485,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,2818,0,1715,0,3242,546,1040,420,1004,1838,2295,1024,1217,0,1105,2806,399,0,0,0,0,0,0,0,0,0,0,0,629,0,0,0,577,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,587,437,0,2160,0,0,0,0,0,0,0,183,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0
ID:76561198149003037,0,859,1303,2216,0,1781,814,2318,0,0,0,515,1687,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,3770,0,0,0,231,0,515,0,0,0,0,0,0,0,0,0,0,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,559,0,36,243,31,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1183,1938,1656,2187,0,1569,673,2768,0,0,3650,3373,945,0,0,0,0,0,400,197,0,0,0,158,0,0,0,0,539,143,0,0,559,0,1250,0,0,0,0,0,0,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,312,782,0,68,786,220,41,476,50,0,214,0,0,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0
ID:76561198291503532,615,0,0,733,413,0,0,0,0,326,0,1581,1286,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,941,0,2254,0,0,0,0,0,2776,796,0,2964,927,235,726,3754,0,783,0,0,0,0,0,0,0,0,0,0,1749,0,0,0,3481,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,221,0,0,374,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,169,0,1732,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198047982927,665,3400,0,2515,4933,1882,804,0,1375,0,1449,0,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1038,0,0,1952,500,488,2882,0,637,0,283,4882,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,1694,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,64,0,0,0,454,0,0,0,0,0,3187,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198295310552,0,1725,0,953,1195,265,1201,190,305,1393,0,458,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,0,0,2359,0,3112,2424,0,0,0,4439,0,2478,0,0,0,399,0,0,0,0,0,0,0,0,0,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,0,0
ID:76561198086152817,1289,825,0,1309,513,893,905,1840,632,0,0,1445,1998,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,0,2256,0,2550,1133,2982,1133,0,3206,1962,2445,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,3918,0,0,0,0,0,2304,0,0,0,0,0,0,0,2301,0,0,0,4050,0,0,0,0,0,0,0,0,0,1404,0,0,871,1863,0,4378,0,0,0,0,358,0,0,1781,0,0,0,638,0,2326,0,0,0,0,0,0,0,780,0,0,0,0,0,2342,0,0,0,0,0,0,0,0,0,0
Racketeer,0,0,0,2539,4910,1843,1742,2128,0,0,0,3632,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,3317,0,469,433,1325,940,76,0,1666,0,233,264,0,1411,0,0,0,0,0,2345,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4953,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198227321732,861,1751,688,4416,827,865,0,0,695,0,425,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,400,0,0,0,0,0,56,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,1077,0,1582,0,0,2906,0,0,1726,0,858,0,3925,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,0,1636,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,51,1331,0,0,0,65,0,132,76,0,0,1723,9,0,0,4032,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,1248,0,0,0,0,0,0,0,708,0,0
ID:76561198200618691,0,0,0,1880,2870,943,815,2720,752,3103,986,877,1435,0,0,0,0,0,194,0,343,0,0,0,0,0,0,0,1217,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,147,0,0,0,0,0,383,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,3160,1153,4061,0,4075,2844,3379,993,2075,0,1769,1134,2394,0,0,0,0,0,1116,0,1317,0,0,0,0,0,1423,0,1013,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,350,0,0,0,0,0,1765,0,1397,0,0,0,0,0,904,0,2720,0,0,0,0,0,961,0,0,0,0,0,295,0,2653,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0
ID:76561198070333831,476,1148,0,966,558,0,1240,693,0,711,0,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,1142,0,3188,4670,3439,2390,511,2703,3549,4623,0,0,3216,599,0,0,1011,0,0,0,3919,0,0,0,0,0,0,0,3371,0,0,0,0,0,2116,0,0,0,0,0,208,0,0,0,0,0,3014,0,4805,0,0,0,0,0,422,0,3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,579,0,0,0,0,0,583,0,822,0,0,0,0,0,1591,124,0,0,0,0,0,0,0,0,0
Symera,0,395,0,225,0,910,430,0,0,0,442,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1816,0,2143,3185,0,0,0,1565,0,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4472,0,0,0,0,0,0,0,0,0,0
ID:76561198400672458,1332,3610,0,0,755,1219,3296,2159,0,4240,1400,2800,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,4203,1397,1762,386,735,314,2336,0,646,615,953,0,4159,2187,0,0,0,0,2395,0,0,0,0,0,0,0,4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0
ID:76561198004445058,0,0,1015,1095,427,607,795,545,357,0,936,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,577,0,0,2874,4230,0,1231,0,2556,1112,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198076426363,0,2727,0,1751,0,2444,3354,2931,1810,0,1994,2644,2141,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,3461,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2281,1337,147,618,0,1719,1375,829,1901,773,824,0,0,4679,0,0,370,0,0,0,0,0,0,0,0,0,1868,0,0,0,386,0,2559,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,434,0,0,0,0,0,0,0,1075,0,0,0,0,0,466,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198085147335,367,2108,0,2109,0,0,0,0,0,1477,227,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,219,2211,340,685,4246,326,0,0,1706,723,227,2787,0,2077,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,1805,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198354709974,1279,3635,1049,1322,2081,2084,1485,1923,0,4635,1255,0,477,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,1486,2080,0,2643,2720,0,3145,0,2176,0,1131,0,3215,589,0,0,3667,0,897,0,0,0,0,0,0,0,0,0,0,0,0,66,3691,0,0,0,0,0,0,0,0,0,0,393,0,0,1935,0,91,0,0,0,0,0,0,0,0,0,1013,379,0,0,0,0,233,0,652,559,0,0,0,164,0,0,1113,0,0,0,0,0,0,0,1417,0,0,0,0,0,1241,0,0,0,0,0,0,0,0,0,0
ID:76561198097707371,1303,1727,1437,885,3072,1764,1475,3110,1444,604,0,1410,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,536,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,1545,0,955,1877,0,3004,2195,2175,2345,3619,0,2313,0,0,0,0,0,990,0,0,1277,0,0,0,0,0,0,0,2733,0,0,210,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0
lse,0,1619,0,62,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198190378497,0,210,1448,2379,0,2277,0,3348,0,0,0,0,577,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,233,1775,614,4117,269,0,2202,1212,3210,2944,282,343,0,0,565,443,0,2064,0,1021,0,0,0,0,0,0,0,4066,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,0,2147,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198026282239,0,2025,1676,1901,3814,1927,1138,2466,653,0,1953,1079,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,4516,0,1649,0,0,1887,4330,3821,1843,0,2739,2115,2641,0,3476,882,323,0,0,0,0,0,0,0,0,0,0,0,3656,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1487,0,0,715,0,0,0,0,0,0,0,0,0,0,1362,0,1976,0,0,0,0,0,0,0,0,0,0,0,1757,0,2315,59,0,0,259,0,0,0,306,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0
ID:76561198165206441,796,0,489,0,1555,1377,0,0,1501,0,0,1288,574,0,271,0,0,0,430,0,722,0,0,0,0,0,0,0,2985,0,0,0,451,0,736,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,127,0,276,0,0,0,145,0,0,70,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,785,0,1516,0,3702,1405,4564,0,424,0,4225,3082,1881,0,675,1718,0,389,1005,0,898,0,0,0,0,0,0,0,2499,0,0,138,52,0,263,0,0,0,0,0,0,0,236,0,0,238,1185,0,0,0,0,0,0,0,377,0,2034,0,0,94,1514,397,3224,285,0,0,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,0,0,0
ID:76561197966628894,537,1045,0,3177,0,498,2170,0,179,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,3248,0,0,1768,2447,0,564,4491,0,0,0,0,4073,1574,0,51,0,0,2830,0,0,134,0,44,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,1697,0,0,0,0,73,97,0,0,0,0
ID:76561198044392118,0,654,0,243,0,190,432,0,0,854,0,2009,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,0,468,4721,0,2266,0,3943,0,2068,0,0,4092,0,438,0,0,0,0,0,0,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,3441,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,1925,0,0,0,0,0,2860,0,0,0,0,0,0,0,0,0,0
grep,0,2392,0,1929,0,1083,0,570,0,4106,0,554,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,394,0,0,0,499,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,3709,0,1553,0,2489,0,3627,3743,1872,3989,0,0,4618,0,0,286,0,0,0,0,0,0,0,0,0,3390,0,0,0,154,0,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,1054,0,0,0,0,0,1060,0,2874,0,0,0,0,0,0,0,0,0,0,0,7,0,224,33,0,126,0,0,76,0,40,0,0
ID:76561198027278945,0,0,1492,4309,0,271,2422,3138,0,4873,1438,2385,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221,0,1378,706,0,64,2868,1191,3876,1855,867,0,4910,0,1092,562,0,0,14,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198335235520,1662,1743,0,2090,3936,1244,1271,1713,708,3097,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,441,4061,1951,0,0,1412,1901,0,218,2524,1623,0,3779,0,2003,603,0,0,0,0,3107,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3603,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561197995201379,218,948,224,0,0,363,1136,173,0,1173,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,0,1230,0,0,1245,3687,3811,0,0,687,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198813462091,0,575,0,1439,1940,591,790,734,0,687,0,659,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,4883,2588,0,0,2021,2825,3464,3021,1328,2963,3861,2411,636,0,0,0,0,1573,0,0,0,0,0,0,0,830,0,4223,0,0,0,1331,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,281,0,0,0,1812,0,0,0,0,0,0,0,713,0,0,0,0,0,978,0,4214,0,0,0,0,0,1356,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0
